,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
229,Larry Nance Jr.,23,LAL,PF,63,22,1266,0.527,8.1,0.967,0.463,0.15,0.097,0.257,0.033,0.541,0.683,0.467,0.345,0.403,0.1,0.739,1,0.197,53,0.5,0.2,2,0,
230,Jerian Grant,23,NYK,PG,76,6,1265,0.394,11.3,0.744,0.368,0.138,0.107,0.13,0.256,0.454,0.521,0.426,0.381,0.353,0.22,0.333,0.727,0.015,6,0.11,0.455,1,0,
231,E'Twaun Moore,26,CHI,SG,59,22,1263,0.481,12.9,0.733,0.177,0.26,0.131,0.165,0.267,0.491,0.652,0.485,0.412,0.391,0.452,0.436,0.915,0.015,6,0.452,0.468,0,0,
232,Toney Douglas,29,NOP,PG,61,18,1262,0.411,16.1,0.544,0.2,0.101,0.106,0.139,0.456,0.421,0.584,0.333,0.234,0.403,0.399,0.402,0.679,0,0,0.187,0.526,1,0,
233,Jason Terry,38,HOU,SG,72,7,1258,0.402,19.6,0.306,0.072,0.093,0.072,0.069,0.694,0.504,0.704,0.514,0.407,0.385,0.356,0.397,0.903,0,0,0.418,0.376,1,0,
234,Jon Leuer,26,PHO,PF,67,27,1255,0.481,11.3,0.764,0.305,0.18,0.137,0.142,0.236,0.511,0.725,0.345,0.422,0.348,0.382,0.604,1,0.088,38,0.145,0.188,1,0,
235,Kyle Anderson,22,SAS,SF,78,11,1245,0.468,11.5,0.875,0.217,0.2,0.251,0.21,0.125,0.488,0.609,0.373,0.5,0.452,0.324,0.484,1,0.034,9,0.865,0.375,0,0,
236,Joe Ingles,28,UTA,SF,81,2,1241,0.426,20.1,0.278,0.12,0.031,0.017,0.11,0.722,0.531,0.743,0.333,0.8,0.313,0.386,0.372,0.901,0.007,2,0.367,0.494,1,0,
237,Aron Baynes,29,DET,C,81,1,1233,0.505,5.4,0.995,0.456,0.318,0.117,0.104,0.005,0.508,0.606,0.434,0.4,0.425,0,0.753,,0.112,39,0.5,0,0,0,
238,Paul Pierce,38,LAC,SF,68,38,1231,0.363,19.6,0.39,0.068,0.055,0.121,0.146,0.61,0.445,0.407,0.318,0.438,0.517,0.31,0.493,0.96,0.003,1,0.112,0.222,0,0,
239,Jeremy Lamb,23,CHO,SG,66,0,1227,0.451,13.7,0.645,0.292,0.118,0.096,0.137,0.355,0.529,0.631,0.45,0.367,0.5,0.309,0.466,0.786,0.027,11,0.138,0.32,1,0,
240,Ronnie Price,32,PHO,PG,62,18,1211,0.384,19.1,0.351,0.142,0.06,0.046,0.106,0.649,0.453,0.628,0.278,0.429,0.313,0.347,0.083,0.868,0.02,6,0.276,0.463,1,0,
241,Channing Frye,32,2TM,C,70,32,1200,0.438,19.4,0.323,0.112,0.069,0.037,0.098,0.677,0.545,0.641,0.5,0.462,0.5,0.387,0.738,0.989,0.035,11,0.221,0.365,0,0,
241,Channing Frye,32,ORL,PF,44,29,754,0.435,19.2,0.349,0.14,0.059,0.022,0.124,0.651,0.508,0.615,0.364,0.5,0.478,0.397,0.758,0.979,0.048,8,0.215,0.346,0,0,
241,Channing Frye,32,CLE,C,26,3,446,0.441,19.7,0.292,0.081,0.081,0.056,0.068,0.708,0.596,0.692,0.615,0.444,0.545,0.377,0.714,1,0.019,3,0.228,0.385,0,0,
242,Norris Cole,27,NOP,PG,45,23,1198,0.405,14.1,0.789,0.209,0.124,0.105,0.351,0.211,0.427,0.495,0.4,0.431,0.394,0.324,0.258,0.879,0.01,5,0.186,0.474,0,0,
243,Jason Smith,29,ORL,C,76,2,1181,0.485,15,0.968,0.137,0.058,0.121,0.652,0.032,0.493,0.58,0.379,0.574,0.47,0.25,0.888,1,0.008,4,0.438,0.429,0,0,
244,Ömer Aşık,29,NOP,C,68,64,1178,0.533,1.5,1,0.851,0.133,0.015,0.005,0,0.533,0.59,0.231,0,0,,0.712,,0.231,43,,,0,0,
245,D.J. Augustin,28,2TM,PG,62,0,1178,0.423,15.5,0.52,0.26,0.106,0.071,0.08,0.48,0.44,0.516,0.27,0.48,0.393,0.405,0.175,0.632,0,0,0.22,0.514,3,1,
245,D.J. Augustin,28,OKC,PG,34,0,519,0.38,15.7,0.496,0.256,0.099,0.033,0.107,0.504,0.367,0.452,0.25,0,0.385,0.393,0.227,0.75,0,0,0.246,0.4,1,0,
245,D.J. Augustin,28,DEN,PG,28,0,659,0.445,15.3,0.533,0.262,0.109,0.092,0.066,0.467,0.475,0.55,0.28,0.571,0.4,0.411,0.155,0.568,0,0,0.206,0.591,2,1,
246,Jonas Jerebko,28,BOS,PF,78,0,1176,0.413,13,0.622,0.343,0.136,0.035,0.108,0.378,0.421,0.531,0.308,0.3,0.258,0.398,0.693,1,0.035,8,0.343,0.405,1,0,
247,Noah Vonleh,20,POR,PF,78,56,1174,0.421,9.3,0.835,0.417,0.191,0.054,0.173,0.165,0.457,0.603,0.283,0.467,0.292,0.239,0.528,1,0.129,33,0.304,0.286,0,0,
248,Blake Griffin,26,LAC,PF,35,35,1170,0.499,11.2,0.97,0.292,0.151,0.07,0.458,0.03,0.504,0.739,0.484,0.357,0.384,0.333,0.641,0.667,0.061,36,0.167,0,0,0,
249,JaKarr Sampson,22,2TM,SF,73,40,1160,0.442,8.3,0.801,0.451,0.256,0.057,0.041,0.199,0.496,0.657,0.284,0.333,0.231,0.222,0.563,0.857,0.107,26,0.444,0.214,0,0,
249,JaKarr Sampson,22,PHI,SF,47,18,691,0.426,7.4,0.832,0.441,0.302,0.054,0.035,0.168,0.476,0.697,0.246,0.182,0.143,0.176,0.525,0.667,0.079,11,0.412,0.143,0,0,
249,JaKarr Sampson,22,DEN,SF,26,22,469,0.47,9.1,0.748,0.47,0.174,0.061,0.052,0.252,0.535,0.593,0.4,0.571,0.333,0.276,0.63,1,0.157,15,0.483,0.286,0,0,
250,Mike Scott,27,ATL,PF,75,0,1146,0.468,13.7,0.58,0.263,0.157,0.093,0.066,0.42,0.523,0.636,0.458,0.571,0.16,0.392,0.851,0.968,0.064,16,0.222,0.286,0,0,
251,Manu Ginóbili,38,SAS,SG,58,0,1134,0.453,13.9,0.589,0.278,0.138,0.087,0.085,0.411,0.496,0.537,0.45,0.395,0.541,0.391,0.543,0.914,0.005,2,0.128,0.522,1,0,
252,Archie Goodwin,21,PHO,PG,57,13,1114,0.417,8.9,0.765,0.526,0.13,0.021,0.088,0.235,0.474,0.577,0.145,0.444,0.351,0.232,0.346,0.696,0.064,24,0.162,0.125,1,0,
253,Marcus Thornton,28,2TM,SG,61,8,1109,0.399,16.7,0.502,0.192,0.116,0.079,0.113,0.498,0.46,0.587,0.333,0.419,0.41,0.337,0.424,0.857,0,0,0.211,0.386,4,0,
253,Marcus Thornton,28,HOU,SG,47,6,885,0.4,16.2,0.503,0.193,0.12,0.078,0.113,0.497,0.461,0.56,0.346,0.353,0.49,0.338,0.416,0.849,0,0,0.204,0.409,3,0,
253,Marcus Thornton,28,WAS,SG,14,2,224,0.393,17.1,0.495,0.187,0.103,0.084,0.112,0.505,0.453,0.7,0.273,0.667,0.083,0.333,0.458,0.889,0,0,0.241,0.308,1,0,
254,Aaron Brooks,31,CHI,PG,69,0,1108,0.401,14.4,0.606,0.237,0.186,0.102,0.083,0.394,0.43,0.468,0.425,0.396,0.359,0.357,0.09,0.576,0,0,0.086,0.375,4,0,
255,Josh Richardson,22,MIA,SG,52,2,1107,0.452,14.9,0.577,0.228,0.107,0.11,0.132,0.423,0.446,0.613,0.31,0.267,0.417,0.461,0.414,0.962,0.055,14,0.348,0.55,0,0,
256,Bobby Portis,20,CHI,PF,62,4,1102,0.427,10.5,0.881,0.321,0.197,0.11,0.25,0.119,0.443,0.586,0.372,0.25,0.404,0.308,0.629,0.938,0.069,24,0.154,0,1,0,
257,Al Jefferson,31,CHO,C,47,18,1096,0.485,7.9,1,0.271,0.341,0.25,0.139,0,0.485,0.642,0.407,0.405,0.514,,0.555,,0.028,13,,,0,0,
258,Kevin Martin,32,2TM,SG,55,13,1095,0.372,15,0.675,0.16,0.126,0.158,0.234,0.325,0.378,0.582,0.34,0.288,0.316,0.36,0.542,0.939,0.033,13,0.162,0.5,0,0,
258,Kevin Martin,32,MIN,SG,39,12,834,0.377,15.2,0.692,0.153,0.123,0.156,0.26,0.308,0.381,0.608,0.341,0.308,0.31,0.369,0.557,0.947,0.039,12,0.146,0.467,0,0,
258,Kevin Martin,32,SAS,SG,16,1,261,0.353,14.9,0.612,0.188,0.141,0.165,0.129,0.388,0.365,0.5,0.333,0.214,0.364,0.333,0.474,0.909,0.012,1,0.212,0.571,0,0,
259,Nenê,33,WAS,PF,57,11,1094,0.544,6.9,0.992,0.474,0.18,0.125,0.214,0.008,0.549,0.698,0.449,0.396,0.39,0,0.641,,0.112,39,0.667,0,0,0,
260,O.J. Mayo,28,MIL,SG,41,24,1090,0.371,17.4,0.495,0.15,0.081,0.1,0.165,0.505,0.421,0.479,0.192,0.375,0.509,0.321,0.522,0.962,0,0,0.278,0.244,0,0,
261,Leandro Barbosa,33,GSW,SG,68,0,1079,0.462,11.8,0.703,0.368,0.127,0.073,0.132,0.297,0.508,0.632,0.255,0.296,0.531,0.355,0.682,0.974,0.003,1,0.309,0.5,1,0,
262,Nemanja Bjelica,27,MIN,PF,60,0,1075,0.468,15,0.468,0.281,0.136,0.013,0.038,0.532,0.564,0.727,0.344,0.333,0.222,0.384,0.677,0.896,0.026,6,0.096,0.5,0,0,
263,T.J. Warren,22,PHO,SF,47,4,1070,0.501,10.8,0.841,0.274,0.202,0.204,0.161,0.159,0.52,0.678,0.438,0.489,0.394,0.4,0.653,0.929,0.043,19,0.543,0.447,2,0,
264,Eric Bledsoe,26,PHO,PG,31,31,1059,0.453,12.8,0.738,0.264,0.161,0.093,0.22,0.262,0.482,0.585,0.367,0.543,0.417,0.372,0.143,0.479,0.01,4,0.109,0.143,0,0,
265,Shelvin Mack,25,2TM,PG,52,27,1058,0.439,12.3,0.699,0.217,0.28,0.092,0.113,0.301,0.493,0.689,0.44,0.395,0.319,0.312,0.294,0.667,0,0,0.304,0.395,0,0,
265,Shelvin Mack,25,ATL,PG,24,0,179,0.421,12.4,0.716,0.242,0.211,0.116,0.147,0.284,0.529,0.739,0.5,0.455,0.286,0.148,0.361,0.5,0,0,0.259,0.286,0,0,
265,Shelvin Mack,25,UTA,PG,28,27,879,0.444,12.2,0.694,0.209,0.3,0.084,0.103,0.306,0.482,0.672,0.427,0.37,0.333,0.357,0.271,0.686,0,0,0.316,0.419,0,0,
266,Brandon Rush,30,GSW,SG,72,25,1055,0.427,17.6,0.396,0.196,0.062,0.042,0.096,0.604,0.447,0.549,0.25,0.273,0.44,0.414,0.891,0.908,0.038,8,0.42,0.364,0,0,
267,Terrence Jones,24,HOU,PF,50,11,1044,0.452,8.5,0.785,0.444,0.27,0.027,0.044,0.215,0.49,0.638,0.293,0.2,0.375,0.316,0.716,0.92,0.093,29,0.203,0.25,1,0,
268,Joffrey Lauvergne,24,DEN,C,59,15,1041,0.513,8.4,0.861,0.405,0.247,0.053,0.155,0.139,0.557,0.643,0.489,0.35,0.508,0.245,0.714,0.923,0.116,37,0.377,0.2,0,0,
269,Jameer Nelson,33,DEN,PG,39,15,1036,0.368,17.3,0.531,0.15,0.107,0.052,0.221,0.469,0.429,0.63,0.273,0.375,0.382,0.299,0.2,0.512,0,0,0.076,0.273,0,0,
270,Spencer Hawes,27,CHO,PF,57,6,1035,0.405,12.6,0.667,0.281,0.173,0.134,0.078,0.333,0.422,0.558,0.358,0.317,0.25,0.373,0.616,1,0.033,10,0.255,0.423,0,0,
271,Nick Young,30,LAL,SG,54,2,1033,0.339,21,0.363,0.038,0.022,0.099,0.204,0.637,0.363,0.429,0.25,0.405,0.342,0.325,0.49,0.805,0.003,0,0.224,0.415,0,0,
272,Jarrett Jack,32,BRK,PG,32,32,1027,0.391,15.4,0.715,0.109,0.201,0.098,0.307,0.285,0.426,0.615,0.319,0.343,0.455,0.304,0.174,0.548,0,0,0.235,0.333,2,0,
273,Vince Carter,39,MEM,SG,60,3,1005,0.388,16.9,0.507,0.207,0.093,0.073,0.134,0.493,0.425,0.535,0.313,0.36,0.37,0.349,0.5,0.864,0.052,16,0.172,0.345,4,2,
274,Rashad Vaughn,19,MIL,SG,70,6,1001,0.305,17.2,0.447,0.154,0.094,0.083,0.117,0.553,0.319,0.341,0.24,0.227,0.419,0.293,0.789,1,0.008,1,0.449,0.258,0,0,
275,Dwight Powell,24,DAL,PF,69,2,992,0.493,8.4,0.946,0.473,0.108,0.071,0.294,0.054,0.514,0.714,0.25,0.333,0.333,0.125,0.889,1,0.149,38,0.375,0.333,0,0,
276,Steve Blake,35,DET,PG,58,2,986,0.388,21,0.371,0.104,0.05,0.058,0.158,0.629,0.461,0.72,0.25,0.214,0.447,0.344,0.195,0.712,0,0,0.258,0.462,8,0,
277,Markel Brown,24,BRK,SG,62,6,982,0.394,14.6,0.624,0.255,0.109,0.04,0.22,0.376,0.443,0.573,0.314,0.385,0.366,0.314,0.528,0.842,0.056,16,0.322,0.436,0,0,
278,Kyle Singler,27,OKC,SF,68,2,977,0.389,14.1,0.561,0.213,0.204,0.068,0.077,0.439,0.452,0.553,0.4,0.533,0.235,0.309,0.732,1,0.018,4,0.598,0.293,1,0,
279,John Henson,25,MIL,C,57,1,960,0.564,3.3,0.997,0.536,0.405,0.041,0.014,0.003,0.566,0.647,0.475,0.583,0,0,0.756,,0.12,30,0,,0,0,
280,Chase Budinger,27,2TM,SF,66,2,929,0.435,11.3,0.64,0.364,0.142,0.063,0.071,0.36,0.523,0.678,0.324,0.4,0.235,0.279,0.6,0.958,0.059,14,0.43,0.27,0,0,
280,Chase Budinger,27,IND,SF,49,2,729,0.418,12.3,0.644,0.33,0.155,0.072,0.088,0.356,0.488,0.656,0.333,0.357,0.235,0.29,0.607,0.95,0.062,12,0.42,0.276,0,0,
280,Chase Budinger,27,PHO,SF,17,0,200,0.511,10.3,0.622,0.511,0.089,0.022,0,0.378,0.679,0.739,0.25,1,,0.235,0.579,1,0.044,2,0.471,0.25,0,0,
281,Anthony Morrow,30,OKC,SG,68,6,926,0.408,19.1,0.387,0.06,0.093,0.114,0.117,0.613,0.442,0.5,0.484,0.342,0.487,0.387,0.526,0.911,0,0,0.412,0.393,0,0,
282,James Johnson,28,TOR,PF,57,32,926,0.475,9.3,0.725,0.475,0.167,0.029,0.054,0.275,0.54,0.632,0.4,0.286,0.308,0.303,0.34,1,0.067,16,0.515,0.265,1,0,
283,Thomas Robinson,24,BRK,PF,71,7,917,0.447,4.8,0.997,0.588,0.21,0.127,0.072,0.003,0.448,0.608,0.23,0.189,0.238,0,0.531,,0.124,32,0,,1,0,
284,Sasha Vujačić,31,NYK,SG,61,25,908,0.383,19.2,0.484,0.112,0.022,0.065,0.285,0.516,0.403,0.548,0,0.167,0.43,0.364,0.704,0.942,0,0,0.217,0.323,0,0,
285,David Lee,32,2TM,PF,55,5,903,0.531,3.9,0.997,0.606,0.281,0.054,0.057,0.003,0.533,0.635,0.383,0.389,0.316,0,0.674,,0.093,30,0,,0,0,
285,David Lee,32,BOS,PF,30,4,470,0.453,4.6,0.995,0.557,0.302,0.068,0.068,0.005,0.455,0.533,0.379,0.385,0.231,0,0.609,,0.057,10,0,,0,0,
285,David Lee,32,DAL,PF,25,1,433,0.636,3.2,1,0.671,0.252,0.035,0.042,0,0.636,0.75,0.389,0.4,0.5,,0.736,,0.14,20,,,0,0,
286,Josh Smith,30,2TM,PF,55,7,880,0.364,13.7,0.59,0.238,0.229,0.04,0.083,0.41,0.417,0.627,0.3,0.214,0.241,0.287,0.605,0.951,0.049,14,0.133,0.263,2,0,
286,Josh Smith,30,LAC,PF,32,1,459,0.383,12.3,0.678,0.283,0.233,0.05,0.111,0.322,0.418,0.608,0.333,0.111,0.25,0.31,0.627,0.944,0.078,11,0.069,0.5,1,0,
286,Josh Smith,30,HOU,PF,23,6,421,0.343,15.1,0.497,0.189,0.225,0.03,0.053,0.503,0.417,0.656,0.263,0.4,0.222,0.271,0.571,0.957,0.018,3,0.176,0.2,1,0,
287,Quincy Acy,25,SAC,PF,59,29,876,0.556,9.7,0.771,0.458,0.121,0.037,0.154,0.229,0.606,0.735,0.385,0.5,0.424,0.388,0.71,0.947,0.215,43,0.347,0.529,0,0,
288,Miles Plumlee,27,MIL,C,61,14,870,0.601,2.6,1,0.687,0.258,0.043,0.013,0,0.601,0.638,0.55,0.5,0,,0.75,,0.305,64,,,0,0,
289,Marcelo Huertas,32,LAL,PG,53,0,869,0.422,13,0.735,0.187,0.283,0.157,0.109,0.265,0.479,0.605,0.477,0.389,0.4,0.262,0.284,0.813,0,0,0.131,0.125,6,0,
290,Brandon Jennings,26,2TM,PG,48,7,868,0.368,17.4,0.49,0.155,0.118,0.066,0.148,0.51,0.409,0.574,0.361,0.4,0.289,0.329,0.246,0.608,0,0,0.181,0.321,3,0,
290,Brandon Jennings,26,DET,PG,23,1,416,0.371,17.2,0.462,0.189,0.14,0.028,0.098,0.538,0.439,0.593,0.4,0.25,0.286,0.312,0.345,0.375,0,0,0.169,0.308,3,0,
290,Brandon Jennings,26,ORL,PG,25,6,452,0.366,17.5,0.516,0.124,0.099,0.099,0.193,0.484,0.386,0.55,0.313,0.438,0.29,0.346,0.156,0.815,0,0,0.192,0.333,0,0,
291,Solomon Hill,24,IND,SF,59,3,866,0.447,12.1,0.644,0.341,0.163,0.091,0.053,0.356,0.515,0.648,0.353,0.368,0.364,0.324,0.493,1,0.063,12,0.365,0.444,2,0,
292,Tim Hardaway Jr.,23,ATL,SG,51,1,864,0.43,17,0.464,0.226,0.057,0.042,0.14,0.536,0.537,0.7,0.333,0.455,0.378,0.338,0.697,0.938,0.034,9,0.296,0.357,2,0,
293,Tyler Johnson,23,MIA,SG,36,5,863,0.486,13,0.708,0.329,0.111,0.07,0.198,0.292,0.529,0.625,0.407,0.529,0.438,0.38,0.462,0.963,0.045,6,0.31,0.545,3,0,
294,Alexis Ajinça,27,NOP,C,59,17,861,0.476,9.4,0.997,0.283,0.257,0.108,0.346,0.003,0.478,0.674,0.346,0.324,0.468,0,0.767,,0.098,27,0,,0,0,
295,Chris Johnson,25,UTA,SF,70,2,857,0.371,15.4,0.49,0.247,0.088,0.072,0.082,0.51,0.474,0.667,0.118,0.286,0.438,0.273,0.489,0.963,0.021,3,0.606,0.267,1,0,
296,Johnny O'Bryant,22,MIL,PF,66,4,857,0.411,9.3,0.995,0.344,0.177,0.096,0.378,0.005,0.409,0.472,0.351,0.2,0.43,1,0.729,1,0.053,10,1,1,0,0,
297,Luke Babbitt,26,NOP,SF,47,13,845,0.422,12.9,0.623,0.218,0.263,0.104,0.038,0.377,0.433,0.429,0.447,0.4,0.455,0.404,0.538,0.955,0.01,3,0.22,0.292,0,0,
298,Kris Humphries,30,3TM,PF,53,17,835,0.41,14.2,0.634,0.224,0.125,0.085,0.2,0.366,0.465,0.621,0.216,0.44,0.458,0.315,0.782,0.941,0.064,18,0.167,0.278,1,0,
298,Kris Humphries,30,WAS,PF,28,14,466,0.405,15.7,0.576,0.222,0.101,0.076,0.177,0.424,0.451,0.629,0.125,0.333,0.464,0.343,0.756,0.913,0.051,7,0.164,0.273,1,0,
298,Kris Humphries,30,PHO,PF,4,3,74,0.278,12.9,0.722,0.306,0.139,0.028,0.25,0.278,0.269,0.364,0,0,0.333,0.3,0.857,1,0.083,3,0.2,0.5,0,0,
298,Kris Humphries,30,ATL,PF,21,0,295,0.465,14.1,0.693,0.198,0.158,0.119,0.218,0.307,0.557,0.75,0.375,0.583,0.5,0.258,0.795,1,0.079,8,0.161,0.2,0,0,
299,Marreese Speights,28,GSW,C,72,0,832,0.432,12.5,0.864,0.252,0.147,0.079,0.386,0.136,0.439,0.513,0.358,0.278,0.455,0.387,0.803,0.917,0.05,17,0.097,0.333,1,0,
300,Pablo Prigioni,38,LAC,PG,59,3,823,0.374,19.2,0.354,0.19,0.068,0.075,0.02,0.646,0.519,0.643,0.4,0.273,0.667,0.295,0.148,0.571,0,0,0.116,0.455,4,0,
301,Andrew Nicholson,26,ORL,PF,56,0,823,0.471,12.7,0.632,0.21,0.294,0.087,0.042,0.368,0.536,0.708,0.484,0.37,0.385,0.36,0.362,0.976,0.061,17,0.167,0.421,0,0,
302,Jonathon Simmons,26,SAS,SG,55,2,813,0.504,8.4,0.806,0.479,0.194,0.054,0.074,0.194,0.533,0.664,0.34,0.385,0.333,0.383,0.558,1,0.124,26,0.447,0.524,2,0,
303,Gary Neal,31,WAS,SG,40,2,807,0.465,16.3,0.692,0.071,0.16,0.157,0.305,0.308,0.489,0.652,0.538,0.412,0.465,0.41,0.473,0.659,0,0,0.19,0.368,0,0,
304,Cole Aldrich,27,LAC,C,60,5,800,0.596,2.8,1,0.56,0.427,0.013,0,0,0.596,0.667,0.521,0,,,0.776,,0.093,17,,,0,0,
305,Alec Burks,24,UTA,SG,31,3,797,0.41,12.1,0.763,0.278,0.168,0.132,0.186,0.237,0.412,0.57,0.321,0.341,0.306,0.405,0.238,0.625,0.024,8,0.354,0.429,2,0,
306,DeMarre Carroll,29,TOR,SF,26,22,786,0.389,14.3,0.563,0.219,0.207,0.063,0.074,0.437,0.388,0.576,0.286,0.235,0.25,0.39,0.542,0.957,0.019,5,0.22,0.385,0,0,
307,Justin Holiday,26,2TM,SG,53,5,773,0.386,15.3,0.539,0.263,0.088,0.061,0.127,0.461,0.423,0.483,0.25,0.214,0.517,0.343,0.692,0.972,0.053,12,0.362,0.368,0,0,
307,Justin Holiday,26,ATL,SG,26,1,263,0.329,16.4,0.384,0.233,0.068,0.027,0.055,0.616,0.5,0.471,0.4,0.5,0.75,0.222,0.786,1,0.055,4,0.578,0.231,0,0,
307,Justin Holiday,26,CHI,SG,27,4,510,0.413,14.2,0.613,0.277,0.097,0.077,0.161,0.387,0.4,0.488,0.2,0.167,0.48,0.433,0.658,0.962,0.052,8,0.2,0.667,0,0,
308,Festus Ezeli,26,GSW,C,46,13,770,0.548,2.9,1,0.649,0.272,0.061,0.018,0,0.548,0.682,0.339,0.143,0.25,,0.816,,0.342,68,,,0,0,
309,Tyreke Evans,26,NOP,SG,25,25,765,0.433,10.3,0.729,0.513,0.07,0.016,0.127,0.271,0.45,0.509,0.227,0,0.4,0.388,0.204,0.545,0.003,1,0.059,0,0,0,
310,Kyle O'Quinn,25,NYK,PF,65,1,764,0.476,10.6,0.919,0.299,0.166,0.151,0.303,0.081,0.498,0.63,0.378,0.488,0.439,0.227,0.637,0.6,0.026,7,0.136,0,0,0,
311,Amar'e Stoudemire,33,MIA,C,52,36,762,0.566,4.8,1,0.624,0.163,0.063,0.149,0,0.566,0.623,0.472,0.5,0.455,,0.712,,0.158,34,,,0,0,
312,Mo Williams,33,CLE,PG,41,14,748,0.437,17,0.662,0.093,0.096,0.146,0.328,0.338,0.48,0.536,0.379,0.409,0.525,0.353,0.24,0.833,0,0,0.275,0.357,1,1,
313,Tim Frazier,25,2TM,PG,51,2,741,0.419,12.4,0.79,0.284,0.144,0.148,0.218,0.21,0.442,0.569,0.364,0.294,0.42,0.333,0.288,0.563,0.004,1,0.042,0,0,0,
313,Tim Frazier,25,POR,PG,35,1,272,0.333,12.6,0.717,0.3,0.15,0.1,0.183,0.283,0.395,0.444,0.444,0.333,0.273,0.176,0.471,0.667,0.017,1,0.059,0,0,0,
313,Tim Frazier,25,NOP,PG,16,1,469,0.45,12.2,0.817,0.278,0.142,0.166,0.231,0.183,0.457,0.617,0.333,0.286,0.462,0.419,0.238,0.538,0,0,0.032,0,0,0,
314,Norman Powell,22,TOR,SG,49,24,725,0.424,13.7,0.611,0.279,0.109,0.083,0.144,0.389,0.436,0.609,0.12,0.316,0.394,0.404,0.344,0.944,0.061,14,0.461,0.512,0,0,
315,James Anderson,26,SAC,SG,51,15,721,0.376,14.8,0.517,0.253,0.152,0.051,0.062,0.483,0.478,0.622,0.407,0,0.455,0.267,0.523,0.87,0.039,6,0.198,0.412,1,0,
316,Tyler Zeller,26,BOS,C,60,3,710,0.476,7,1,0.434,0.252,0.072,0.241,0,0.476,0.675,0.301,0.19,0.386,,0.783,,0.066,16,,,0,0,
317,Beno Udrih,33,2TM,PG,44,5,707,0.434,14.4,0.778,0.187,0.051,0.247,0.288,0.222,0.461,0.514,0.4,0.531,0.386,0.341,0.352,0.933,0,0,0.318,0.5,2,0,
317,Beno Udrih,33,MEM,PG,8,0,120,0.435,14,0.761,0.239,0.065,0.174,0.283,0.239,0.457,0.455,0.667,0.5,0.385,0.364,0.438,1,0,0,0.455,0.6,0,0,
317,Beno Udrih,33,MIA,PG,36,5,587,0.434,14.9,0.783,0.171,0.046,0.27,0.289,0.217,0.462,0.538,0.286,0.537,0.386,0.333,0.327,0.909,0,0,0.273,0.444,2,0,
318,Dewayne Dedmon,26,ORL,C,58,20,705,0.559,4.3,1,0.599,0.232,0.09,0.079,0,0.559,0.651,0.415,0.5,0.357,,0.778,,0.249,38,,,0,0,
319,Mike Dunleavy,35,CHI,SF,31,30,703,0.41,15.8,0.473,0.277,0.053,0.048,0.096,0.527,0.427,0.596,0.1,0.111,0.278,0.394,0.763,1,0.005,1,0.222,0.409,0,0,
320,Richaun Holmes,22,PHI,PF,51,1,702,0.514,7.7,0.802,0.572,0.126,0.072,0.032,0.198,0.596,0.724,0.214,0.375,0.286,0.182,0.717,1,0.212,46,0.091,0.25,2,0,
321,Nick Collison,35,OKC,PF,59,4,699,0.459,5,0.982,0.523,0.294,0.073,0.092,0.018,0.467,0.509,0.406,0.5,0.4,0,0.66,,0.046,4,0.5,0,0,0,
322,Cameron Payne,21,OKC,PG,57,1,698,0.41,15.3,0.601,0.129,0.194,0.162,0.115,0.399,0.467,0.472,0.426,0.489,0.5,0.324,0.141,0.778,0.004,1,0.279,0.355,1,0,
323,Seth Curry,25,SAC,PG,44,9,692,0.455,17.7,0.504,0.089,0.147,0.071,0.196,0.496,0.46,0.7,0.394,0.563,0.364,0.45,0.423,0.78,0,0,0.243,0.556,1,0,
324,Kelly Oubre Jr.,20,WAS,SF,63,9,671,0.427,11.6,0.626,0.417,0.142,0.024,0.043,0.374,0.492,0.591,0.333,0.6,0,0.316,0.523,1,0.109,19,0.291,0.304,1,0,
325,Charlie Villanueva,31,DAL,PF,62,4,665,0.382,15.5,0.474,0.19,0.202,0.046,0.037,0.526,0.503,0.629,0.424,0.467,0.333,0.273,0.564,0.979,0.012,4,0.163,0.357,0,0,
326,Jeff Withey,25,UTA,C,51,10,658,0.537,4.2,0.988,0.586,0.259,0.086,0.056,0.012,0.544,0.653,0.405,0.429,0.222,0,0.805,,0.198,27,0,,1,0,
327,C.J. Watson,31,ORL,PG,33,2,656,0.343,15.8,0.65,0.197,0.102,0.102,0.248,0.35,0.371,0.481,0.357,0.571,0.206,0.292,0.424,0.929,0,0,0.292,0.643,2,0,
328,Tyler Ennis,21,MIL,PG,46,7,654,0.449,10.5,0.791,0.38,0.144,0.187,0.08,0.209,0.48,0.563,0.296,0.486,0.4,0.333,0.338,1,0,0,0.179,0.714,1,0,
329,Justin Anderson,22,DAL,SF,55,9,647,0.406,14.9,0.526,0.251,0.097,0.063,0.114,0.474,0.533,0.773,0.235,0.455,0.3,0.265,0.449,0.909,0.097,17,0.41,0.294,0,0,
330,Joakim Noah,30,CHI,C,29,2,635,0.383,2.9,0.992,0.737,0.195,0.015,0.045,0.008,0.386,0.439,0.192,0.5,0.333,0,0.588,,0.075,9,0,,0,0,
331,Andrea Bargnani,30,BRK,C,46,0,634,0.455,13.8,0.943,0.14,0.122,0.194,0.487,0.057,0.471,0.462,0.471,0.593,0.426,0.188,0.863,1,0,0,0,,1,0,
